-4081080.5356309703	  inf
-3639224.8740700264	1.08269e-01
-3628295.6632297919	3.00317e-03
-3614224.6464359011	3.87813e-03
-3598088.0437992685	4.46475e-03
-3582926.9438547213	4.21365e-03
-3570678.7769250702	3.41848e-03
-3562060.5777461510	2.41360e-03
-3556445.5478548100	1.57634e-03
-3552789.8137518051	1.02792e-03
-3550292.1200676374	7.03023e-04
-3548433.8418798908	5.23416e-04
-3546961.4820103194	4.14932e-04
-3545766.7352138106	3.36837e-04
-3544698.7536755167	3.01199e-04
-3543678.1425121669	2.87926e-04
-3542696.5213951254	2.77006e-04
-3541694.3131932863	2.82894e-04
-3540519.3460636046	3.31753e-04
-3539103.4983288320	3.99898e-04
-3537765.4798719175	3.78067e-04
-3536670.5698265396	3.09492e-04
-3535750.3040562565	2.60207e-04
-3534817.2108767987	2.63902e-04
-3534115.5846782317	1.98490e-04
-3533612.9107925119	1.42235e-04
-3533162.8718656609	1.27359e-04
-3532699.5754355430	1.31128e-04
-3532230.1675380180	1.32875e-04
-3531833.3330225581	1.12347e-04
-3531511.1561515783	9.12209e-05
